-238,1627330332.604198
-238,1627330332.604561
-207,1627330332.604908
-207,1627330332.605254
-207,1627330332.6056
-237,1627330332.605946
-237,1627330332.606291
-237,1627330332.606637
-237,1627330332.606981
-226,1627330332.607326
-226,1627330332.60767
-226,1627330332.608015
-226,1627330332.60837
-231,1627330332.608717
-231,1627330332.609062
-231,1627330332.609408
-241,1627330332.609751
-241,1627330332.610097
-241,1627330332.610441
-241,1627330332.610785
-238,1627330332.611129
-238,1627330332.611474
-238,1627330332.611819
-238,1627330332.612163
-241,1627330332.612509
-241,1627330332.612854
-241,1627330332.613199
-237,1627330332.613613
-237,1627330332.613979
-237,1627330332.614336
-237,1627330332.614687
-245,1627330332.615039
-245,1627330332.615398
-245,1627330332.61576
-230,1627330332.616133
-230,1627330332.616492
-230,1627330332.616851
-230,1627330332.6172
-219,1627330332.617546
-219,1627330332.617912
-219,1627330332.618263
-239,1627330332.619146
-239,1627330332.619563
-234,1627330332.619931
-234,1627330332.620288
-234,1627330332.620635
-234,1627330332.62098
-221,1627330332.62133
-221,1627330332.621676
-221,1627330332.62202
-224,1627330332.622366
-224,1627330332.62271
-224,1627330332.623061
-224,1627330332.623408
-238,1627330332.623757
-238,1627330332.624104
-238,1627330332.624448
-238,1627330332.624793
-240,1627330332.625137
-240,1627330332.625484
-240,1627330332.625829
-243,1627330332.626173
-243,1627330332.626518
-243,1627330332.626862
-243,1627330332.627207
-241,1627330332.627552
-241,1627330332.627897
-241,1627330332.628244
-241,1627330332.628588
-231,1627330332.628936
-231,1627330332.629285
-231,1627330332.629645
-245,1627330332.630017
-245,1627330332.630381
-245,1627330332.630733
-245,1627330332.631084
-235,1627330332.631444
-235,1627330332.631812
-235,1627330332.632195
-216,1627330332.632565
-216,1627330332.632926
-216,1627330332.63328
-216,1627330332.633751
-234,1627330332.634144
-234,1627330332.634507
-234,1627330332.634865
-244,1627330332.635252
-244,1627330332.635633
-244,1627330332.635994
-226,1627330332.636346
-226,1627330332.636691
-226,1627330332.637036
-226,1627330332.637382
-238,1627330332.637726
-238,1627330332.638071
-238,1627330332.638414
-238,1627330332.638758
-248,1627330332.639102
-248,1627330332.639446
-248,1627330332.639792
-248,1627330332.640136
-236,1627330332.640479
-236,1627330332.640823
-236,1627330332.641167
-237,1627330332.641511
-237,1627330332.641858
-237,1627330332.642202
-237,1627330332.642552
-236,1627330332.642898
-236,1627330332.643261
-236,1627330332.643664
-244,1627330332.644013
-244,1627330332.644358
-244,1627330332.644701
-244,1627330332.645051
-237,1627330332.645404
-237,1627330332.645766
-237,1627330332.646121
-237,1627330332.646476
-233,1627330332.64686
-233,1627330332.647211
-233,1627330332.6476
-239,1627330332.648004
-239,1627330332.648369
-239,1627330332.648723
-242,1627330332.649079
-242,1627330332.649432
-242,1627330332.649795
-242,1627330332.650145
-236,1627330332.65049
-236,1627330332.650836
-236,1627330332.651184
-236,1627330332.651532
-235,1627330332.651877
-235,1627330332.652226
-235,1627330332.652572
-233,1627330332.652919
-233,1627330332.653304
-233,1627330332.653699
-233,1627330332.654055
-221,1627330332.654407
-221,1627330332.654757
-221,1627330332.655126
-233,1627330332.655474
-233,1627330332.65582
-233,1627330332.656168
-233,1627330332.656525
-239,1627330332.656875
-239,1627330332.65722
-239,1627330332.657578
-239,1627330332.657928
-240,1627330332.658273
-240,1627330332.658627
-240,1627330332.658983
-237,1627330332.659332
-237,1627330332.659682
-237,1627330332.660029
-237,1627330332.66038
-237,1627330332.660728
-237,1627330332.661085
-237,1627330332.66144
-231,1627330332.661792
-231,1627330332.662138
-231,1627330332.662482
-231,1627330332.662827
-230,1627330332.663193
-230,1627330332.663538
-230,1627330332.664234
-227,1627330332.664585
-227,1627330332.665142
-227,1627330332.665516
-228,1627330332.665896
-228,1627330332.666274
-228,1627330332.666636
-231,1627330332.666994
-231,1627330332.667342
-231,1627330332.667695
-231,1627330332.668045
-244,1627330332.668393
-244,1627330332.66874
-244,1627330332.669089
-240,1627330332.669437
-240,1627330332.669784
-240,1627330332.670134
-240,1627330332.670482
-236,1627330332.670829
-236,1627330332.671178
-236,1627330332.671525
-236,1627330332.671879
-226,1627330332.672238
-226,1627330332.672591
-226,1627330332.672941
-242,1627330332.673296
-242,1627330332.673694
-242,1627330332.674074
-242,1627330332.674424
-237,1627330332.674772
-237,1627330332.67512
-237,1627330332.675474
-235,1627330332.675823
-235,1627330332.676172
-235,1627330332.676519
-235,1627330332.676873
-227,1627330332.677221
-227,1627330332.67757
-227,1627330332.677918
-227,1627330332.678266
-224,1627330332.678613
-224,1627330332.67896
-224,1627330332.679308
-242,1627330332.679656
-242,1627330332.680004
-242,1627330332.680353
-242,1627330332.680701
-235,1627330332.681048
-235,1627330332.681396
-235,1627330332.681743
-235,1627330332.682092
-243,1627330332.68244
-243,1627330332.682804
-243,1627330332.683151
-237,1627330332.683504
-237,1627330332.683909
-237,1627330332.684256
-237,1627330332.684604
-247,1627330332.684951
-247,1627330332.685298
-247,1627330332.685645
-235,1627330332.685993
-235,1627330332.68634
-235,1627330332.686687
-235,1627330332.687034
-236,1627330332.68738
-236,1627330332.687728
-236,1627330332.688077
-236,1627330332.688426
-226,1627330332.688774
-226,1627330332.689122
-226,1627330332.689475
